Five Quarters of the Orange,,,8.0,,0.0,,,,,,,4.0,,,,,,,0.0,,8.0,,,5.0,,,,9.0,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,9.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,8.0,,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,8.0,,,,,,,,,,,,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,6.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,8.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,9.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,9.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,8.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,7.0,0.0,6.0,,,,0.0,,,
Flesh and Blood,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,10.0,,,,,,,0.0,,,,,,6.0,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,7.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,7.0,0.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,9.0,,,,,,,0.0,,,,,,0.0,,,8.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,10.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,7.0,,,,,,0.0,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,8.0,,,,,,0.0,,3.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,8.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,,9.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,
"Forever... : A Novel of Good and Evil, Love and Hope",,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,5.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,10.0,,,5.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,8.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Fortune's Rocks : A Novel,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,8.5,,,,,,8.0,,,8.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,7.0,,,,,,,,,10.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,9.0,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9.0,,,0.0,10.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Fortune's Rocks: A Novel,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,0.0,,,,,,,,,,10.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,0.0,,,,,,10.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,9.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Foucault's Pendulum,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,0.0,,,,7.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,5.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,0.0
Four Blind Mice,,,,,,,,,,,9.0,,,,,,,,0.0,,,,,7.5,,,,,,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,0.0,,,,,,,4.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,,,,9.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,10.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,9.0,,,,,,,,,0.0,,10.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,0.0,,,,,,8.0,,,,,,6.0,,,,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Four Past Midnight,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,8.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,10.0,,,,,,,,,,,,,0.0,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,7.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,0.0,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,10.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,10.0,,,,,0.0,
Four To Score (A Stephanie Plum Novel),,,,,,,,,,0.0,,9.0,,,8.0,0.0,10.0,,,,,,,7.0,,,,,,,0.0,,,,,,,,8.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,10.0,,0.0,,,,,,,,0.0,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,10.0,,,,,,,0.0,,,,,,10.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.0,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,8.0,0.0,,,,,,,,9.0,0.0,,,,0.0,,,,8.0,,,,,,,,,9.0,,,,0.0,,,,,0.0,,9.0,,,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,7.0,,,,,,0.0,,0.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,0.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,8.0,,,,,,9.0,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,,,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,7.0,,,,,,,,,,9.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,9.0,,,,,,,0.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,
Fried Green Tomatoes at the Whistle Stop Cafe,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,7.5,,,,,,,0.0,,0.0,,,,,,8.0,0.0,,0.0,,,,0.0,,,8.0,,,,,,,,8.0,,,,,,,,,,,,0.0,,,,,,,0.0,,8.0,,9.0,,0.0,,,,,,,,0.0,,,,,9.5,,,0.0,,0.0,10.0,,,,,,,,0.0,,,0.0,,,,,,,,10.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,9.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,10.0,,,,,0.0,0.0,8.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,9.0,,9.0,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,9.0,9.0,0.0,,,,,9.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,10.0,,,,,,9.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,8.0,,,,,,,,,,0.0,8.0,,,,10.0,,,8.0,,,,,,0.0,,,
From Potter's Field,,,,,,,,,,,,,,,8.0,,,,,0.0,,,,8.0,,,,,,,8.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,0.0,,,6.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,8.0,,,,,,,,,,4.5,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,0.0,,,,,,8.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,4.0,,,,,0.0,,,,,,,,,,6.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,,,,,,0.0,,,,,0.0,8.0,,0.0,,,,0.0,10.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,8.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,10.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,9.0,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,6.0,,,0.0,,
From the Corner of His Eye,,,,,,,,,,,,,8.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,5.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,8.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,10.0,,,,,,0.0,,,,,,,,,,9.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,9.5,,,,,,,,,,,,,,,,,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,9.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,,0.0,,,,,,,,,,,,,6.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,9.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full House (Janet Evanovich's Full Series),,,,,,,,0.0,,,,0.0,,,,,10.0,,,,,,,0.0,,0.0,,,,7.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,10.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,9.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,7.0,,,9.0,,0.0,,,,,,,,,10.0,,,,,,,0.0,,,,0.0,,,,,,,,7.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,8.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,0.0,,,,,,7.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,7.0,0.0,,,,,,,,0.0,9.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,9.0,,,,,,,0.0,,,,,10.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,7.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,7.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,6.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,6.0,,10.0,,,,,,4.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,7.0,0.0,,,,,,,,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
